GISJOIN,POP20,BASENAME,State,NAME,STATE,url
G16042760,288,Kendrick,ID,Kendrick city,Idaho,http://www.cityofkendrick.com/
G46062220,288,Summit,SD,Summit town,South Dakota,https://www.seesummitsd.com/
G40072350,288,Taloga,OK,Taloga town,Oklahoma,
G05007030,288,Blevins,AR,Blevins city,Arkansas,
G47045000,288,McLemoresville,TN,McLemoresville town,Tennessee,
G20058100,288,Quenemo,KS,Quenemo city,Kansas,https://cityofquenemo.com/
G05018100,288,Delight,AR,Delight city,Arkansas,
G42017024,288,Creekside,PA,Creekside borough,Pennsylvania,
G20042650,288,Longton,KS,Longton city,Kansas,http://www.cityoflongton.com/
G27060754,288,Skyline,MN,Skyline city,Minnesota,https://www.cityofskyline.com/
G49039370,288,Joseph,UT,Joseph town,Utah,
G39086478,287,Woodstock,OH,Woodstock village,Ohio,http://woodstockohio.org/
G13068796,287,Sasser,GA,Sasser town,Georgia,
G36046646,287,Meridian,NY,Meridian village,New York,
G40015300,287,Cleo Springs,OK,Cleo Springs town,Oklahoma,
G50081325,287,Westminster,VT,Westminster village,Vermont,https://www.westminstervt.org/
G48059192,287,Poynor,TX,Poynor town,Texas,
G29011728,287,Carytown,MO,Carytown city,Missouri,
G26044440,287,Lake Angelus,MI,Lake Angelus city,Michigan,https://www.lakeangelus.org/
G31031465,287,Meadow Grove,NE,Meadow Grove village,Nebraska,
G05075980,287,Wilton,AR,Wilton city,Arkansas,
G35082570,286,Vaughn,NM,Vaughn town,New Mexico,
G31007485,286,Butte,NE,Butte village,Nebraska,http://www.villageofbutte.com/
G01012160,286,Carolina,AL,Carolina town,Alabama,
G48013198,286,Cashion Community,TX,Cashion Community city,Texas,
G28073760,286,Toccopola,MS,Toccopola town,Mississippi,
G29061994,286,Risco,MO,Risco city,Missouri,
G18020458,286,Edwardsport,IN,Edwardsport town,Indiana,
G39055398,286,New Riegel,OH,New Riegel village,Ohio,
G51056096,286,Newsoms,VA,Newsoms town,Virginia,
G42086128,286,Woodbury,PA,Woodbury borough,Pennsylvania,
G24007200,286,Betterton,MD,Betterton town,Maryland,https://www.townofbetterton.com/
G26073420,285,Sherwood,MI,Sherwood village,Michigan,
G29079000,285,West Sullivan,MO,West Sullivan town,Missouri,
G13052724,285,Morganton,GA,Morganton city,Georgia,
G56052445,285,Midwest,WY,Midwest town,Wyoming,https://midwest.govoffice.com/
G19084630,285,Westside,IA,Westside city,Iowa,http://www.cityofwestside.com/
G42049552,285,Mill Creek,PA,Mill Creek borough,Pennsylvania,https://www.millcreektownship.com/
G17055899,285,Olmsted,IL,Olmsted village,Illinois,
G40039950,285,Kinta,OK,Kinta town,Oklahoma,
G01021448,285,Dozier,AL,Dozier town,Alabama,
G17062588,284,Raleigh,IL,Raleigh village,Illinois,
G13014192,284,Cecil,GA,Cecil city,Georgia,https://www.cityofcecil.com/
G47056870,284,Parker's Crossroads,TN,Parker's Crossroads city,Tennessee,https://www.parkerscrossroad.org/
G29012664,284,Centertown,MO,Centertown town,Missouri,https://centertownmo.org/
G31012070,284,Dalton,NE,Dalton village,Nebraska,https://www.daltonnebraska.com/
G16021790,284,Dietrich,ID,Dietrich city,Idaho,https://dietrichidaho.com/
G31001850,283,Arcadia,NE,Arcadia village,Nebraska,https://www.arcadiavillage.com/
G48030608,283,Granjeno,TX,Granjeno city,Texas,
G29037736,283,Junction City,MO,Junction City village,Missouri,
G31028105,283,Lindsay,NE,Lindsay village,Nebraska,
G29010342,283,Cainsville,MO,Cainsville city,Missouri,
G02036990,283,Kaktovik,AK,Kaktovik city,Alaska,https://www.cityofkaktovik.org/
G29033724,283,Hume,MO,Hume town,Missouri,
G48077740,283,Weston,TX,Weston city,Texas,https://www.westontexas.com/
G46035820,283,Langford,SD,Langford town,South Dakota,https://langfordsd.com/
G18077912,283,Universal,IN,Universal town,Indiana,
G51010072,283,Brodnax,VA,Brodnax town,Virginia,
G39047558,283,Marengo,OH,Marengo village,Ohio,http://www.villageofmarengo.org/
G17044082,283,Little York,IL,Little York village,Illinois,
G17051882,282,Nebo,IL,Nebo village,Illinois,
G20004775,282,Bazine,KS,Bazine city,Kansas,https://www.nesscountychamber.com/
G31005630,282,Blue Springs,NE,Blue Springs city,Nebraska,http://www.bluespringsne.com/
G40005400,282,Bennington,OK,Bennington town,Oklahoma,
G19047730,282,Lytton,IA,Lytton city,Iowa,
G48049692,282,Mount Calm,TX,Mount Calm city,Texas,
G38003220,282,Arnegard,ND,Arnegard city,North Dakota,https://www.arnegardnd.com/
G39085806,282,Wilmot,OH,Wilmot village,Ohio,
G39044954,282,Lore City,OH,Lore City village,Ohio,
G38028860,281,Gackle,ND,Gackle city,North Dakota,
G46033580,281,Kennebec,SD,Kennebec town,South Dakota,
G29043292,281,Linneus,MO,Linneus city,Missouri,
G55040750,281,Lac La Belle,WI,Lac La Belle village,Wisconsin,https://www.villageoflaclabelle.com/
G26011800,281,Burlington,MI,Burlington village,Michigan,
G17009681,281,Bureau Junction,IL,Bureau Junction village,Illinois,
G21083208,281,Wildwood,KY,Wildwood city,Kentucky,
G55039750,281,Kingston,WI,Kingston village,Wisconsin,
G42072704,281,Spartansburg,PA,Spartansburg borough,Pennsylvania,https://spartansburgcommunity.site/
G08050040,281,Merino,CO,Merino town,Colorado,https://town.merino.co.us/
G31006820,281,Bruning,NE,Bruning village,Nebraska,
G50079150,281,West Burke,VT,West Burke village,Vermont,
G48012736,281,Carbon,TX,Carbon town,Texas,
G28062560,281,Rienzi,MS,Rienzi town,Mississippi,
G17082543,281,Winslow,IL,Winslow village,Illinois,
G48014260,281,Channing,TX,Channing city,Texas,
G53066290,280,Spangle,WA,Spangle city,Washington,
G39015210,280,Clarington,OH,Clarington village,Ohio,
G05011920,280,Cash,AR,Cash town,Arkansas,
G27004492,280,Beaver Creek,MN,Beaver Creek city,Minnesota,
G40037850,280,Jennings,OK,Jennings town,Oklahoma,
G55020775,280,Doylestown,WI,Doylestown village,Wisconsin,
G45059920,280,Richburg,SC,Richburg town,South Carolina,
G31020470,280,Hadar,NE,Hadar village,Nebraska,http://www.thevillageofhadar.com/
G45043675,280,McConnells,SC,McConnells town,South Carolina,
G40072900,280,Terral,OK,Terral town,Oklahoma,
G40078200,279,Wanette,OK,Wanette town,Oklahoma,
G40030600,279,Gracemont,OK,Gracemont town,Oklahoma,
G27018368,279,Eitzen,MN,Eitzen city,Minnesota,https://eitzenmn.com/
G27010900,279,Chandler,MN,Chandler city,Minnesota,https://www.cityofchandlermn.com/
G29080026,279,Williamsville,MO,Williamsville city,Missouri,
G05074840,279,Wheatley,AR,Wheatley city,Arkansas,
G24032900,279,Glen Echo,MD,Glen Echo town,Maryland,https://glenecho.org/
G22056295,279,Norwood,LA,Norwood village,Louisiana,
G39002722,279,Athalia,OH,Athalia village,Ohio,
G17004156,279,Bath,IL,Bath village,Illinois,
G27007066,279,Bowlus,MN,Bowlus city,Minnesota,
G48071966,278,Taylor Landing,TX,Taylor Landing city,Texas,http://taylorlanding.com/
G10007250,278,Bowers,DE,Bowers town,Delaware,https://bowersbeach.delaware.gov/
G19013980,278,Clearfield,IA,Clearfield city,Iowa,
G42027360,278,Franklin,PA,Franklin borough,Pennsylvania,
G02045460,278,Lower Kalskag,AK,Lower Kalskag city,Alaska,
G42062136,278,Port Clinton,PA,Port Clinton borough,Pennsylvania,
G28071520,278,Sumner,MS,Sumner town,Mississippi,
G29031654,278,Henrietta,MO,Henrietta city,Missouri,https://cityofhenrietta.org/
G48017540,277,Cranfills Gap,TX,Cranfills Gap city,Texas,http://cranfillsgaptexas.com/
G10044430,277,Magnolia,DE,Magnolia town,Delaware,https://magnolia.delaware.gov/
G22028660,277,Georgetown,LA,Georgetown village,Louisiana,
G29039952,277,Lake Lafayette,MO,Lake Lafayette city,Missouri,
G38066260,277,Reynolds,ND,Reynolds city,North Dakota,https://www.reynoldsnd.com/
G29033364,277,Howardville,MO,Howardville city,Missouri,
G22016830,277,Columbia,LA,Columbia town,Louisiana,
G17049100,277,Millbrook,IL,Millbrook village,Illinois,
G29079090,277,Wheatland,MO,Wheatland city,Missouri,
G37043860,277,Momeyer,NC,Momeyer town,North Carolina,
G19048500,277,Maharishi Vedic City,IA,Maharishi Vedic City city,Iowa,https://maharishivediccity-iowa.gov/
G21043668,277,Lakeview Heights,KY,Lakeview Heights city,Kentucky,https://www.lakeviewheightsky.us/
G22033210,277,Harrisonburg,LA,Harrisonburg village,Louisiana,http://villageofharrisonburg.com/
G19017130,277,Crawfordsville,IA,Crawfordsville city,Iowa,
G31035385,276,Oakdale,NE,Oakdale village,Nebraska,
G29045596,276,Maitland,MO,Maitland city,Missouri,http://www.maitlandmo.com/
G17002342,276,Arrowsmith,IL,Arrowsmith village,Illinois,
G27066982,276,Vesta,MN,Vesta city,Minnesota,https://vestamn.us/
G40039600,276,Keyes,OK,Keyes town,Oklahoma,
G47026160,276,Finger,TN,Finger city,Tennessee,
G39014086,276,Chesterhill,OH,Chesterhill village,Ohio,
G02004500,276,Atqasuk,AK,Atqasuk city,Alaska,
G13016908,276,Climax,GA,Climax city,Georgia,https://www.cityofclimaxga.com/
G30038350,276,Hysham,MT,Hysham town,Montana,http://hysham.org/
G40061950,276,Rattan,OK,Rattan town,Oklahoma,
G51079024,276,Toms Brook,VA,Toms Brook town,Virginia,http://www.tomsbrookva.net/
G28020380,276,Duncan,MS,Duncan town,Mississippi,
G27051712,276,Plummer,MN,Plummer city,Minnesota,
G54009796,276,Bramwell,WV,Bramwell town,West Virginia,https://www.bramwellwv.com/
G39005732,275,Berkey,OH,Berkey village,Ohio,https://www.berkeyohio.org/
G28042200,275,Louin,MS,Louin town,Mississippi,
G40036850,275,Indiahoma,OK,Indiahoma town,Oklahoma,
G37055940,275,Rennert,NC,Rennert town,North Carolina,
G26061920,275,Owendale,MI,Owendale village,Michigan,
G19067035,275,Ridgeway,IA,Ridgeway city,Iowa,
G05019450,275,Donaldson,AR,Donaldson town,Arkansas,
G29020674,275,Eagleville,MO,Eagleville town,Missouri,https://eaglevillemissouri.org/
G17045850,275,McNabb,IL,McNabb village,Illinois,http://www.villageofmcnabb.org/
G48033044,275,Hedley,TX,Hedley city,Texas,
G48006104,275,Bayside,TX,Bayside town,Texas,
G17052545,275,New Holland,IL,New Holland village,Illinois,https://www.newhollandil.com/
G54082732,275,Valley Grove,WV,Valley Grove village,West Virginia,https://local.wv.gov/ValleyGrove
G37062060,275,Sims,NC,Sims town,North Carolina,https://www.townofsimsnc.com/
G17035281,275,Hindsboro,IL,Hindsboro village,Illinois,
G22016655,274,Collinston,LA,Collinston village,Louisiana,
G49072940,274,Sterling,UT,Sterling town,Utah,
G55037225,274,Ironton,WI,Ironton village,Wisconsin,
G29072232,274,Taneyville,MO,Taneyville village,Missouri,
G19006850,274,Blakesburg,IA,Blakesburg city,Iowa,
G17023425,274,Elliott,IL,Elliott village,Illinois,
G17015989,274,Compton,IL,Compton village,Illinois,
G05039040,274,Lead Hill,AR,Lead Hill town,Arkansas,https://www.leadhill.net/
G26060660,274,Omer,MI,Omer city,Michigan,
G02001970,274,Ambler,AK,Ambler city,Alaska,
G12062825,274,St. Marks,FL,St. Marks city,Florida,http://www.cityofstmarks.com/
G18047322,274,Marshall,IN,Marshall town,Indiana,
G19044985,274,Libertyville,IA,Libertyville city,Iowa,https://www.libertyvilleiowa.org/
G49015940,274,Cornish,UT,Cornish town,Utah,https://cornishutah.org/
G05045200,274,Menifee,AR,Menifee town,Arkansas,https://www.menifee501.com/
G55066050,273,Radisson,WI,Radisson village,Wisconsin,https://radissonwi.org/
G36031830,273,Hammond,NY,Hammond village,New York,https://townofhammondny.com/
G21067710,273,St. Charles,KY,St. Charles city,Kentucky,
G26044460,273,Lake Ann,MI,Lake Ann village,Michigan,https://lakeann-mi.com/
G17008524,273,Brocton,IL,Brocton village,Illinois,
G31006050,273,Bradshaw,NE,Bradshaw village,Nebraska,
G27057022,273,St. Hilaire,MN,St. Hilaire city,Minnesota,
G49061590,273,Portage,UT,Portage town,Utah,
G31012140,273,Dannebrog,NE,Dannebrog village,Nebraska,
G29022996,273,Everton,MO,Everton city,Missouri,
G27045196,273,Nerstrand,MN,Nerstrand city,Minnesota,http://www.nerstrandmn.org/
G19052995,273,Modale,IA,Modale city,Iowa,
G20028350,273,Greeley,KS,Greeley city,Kansas,
G48049380,273,Morgan's Point,TX,Morgan's Point city,Texas,
G18042282,273,Larwill,IN,Larwill town,Indiana,
G48050724,273,Nesbitt,TX,Nesbitt town,Texas,
G40042200,272,Lehigh,OK,Lehigh city,Oklahoma,
G51060296,272,Painter,VA,Painter town,Virginia,
G31026420,272,Lawrence,NE,Lawrence village,Nebraska,
G39010296,272,Burkettsville,OH,Burkettsville village,Ohio,
G02084510,272,Whittier,AK,Whittier city,Alaska,https://www.whittieralaska.gov/
G53045320,272,Metaline Falls,WA,Metaline Falls town,Washington,
G40042300,272,Lenapah,OK,Lenapah town,Oklahoma,
G28013580,272,Chunky,MS,Chunky town,Mississippi,
G20048600,272,Moscow,KS,Moscow city,Kansas,https://moscowkansas.com/
G30021850,272,Drummond,MT,Drummond town,Montana,https://www.townofdrummondmontana.com/
G20043775,272,McFarland,KS,McFarland city,Kansas,
G05061040,272,Rosston,AR,Rosston town,Arkansas,http://cityofrosston.org/
G24068600,272,Rosemont,MD,Rosemont village,Maryland,
G47002400,272,Auburntown,TN,Auburntown town,Tennessee,
G38038860,272,Hope,ND,Hope city,North Dakota,https://www.hopend.com/
G31034090,272,Newcastle,NE,Newcastle village,Nebraska,
G26019420,272,Custer,MI,Custer village,Michigan,http://www.villageofcuster.org/
G02070100,272,Shungnak,AK,Shungnak city,Alaska,
G39005662,272,Benton Ridge,OH,Benton Ridge village,Ohio,
G01024256,272,Epes,AL,Epes town,Alabama,
G31007870,272,Campbell,NE,Campbell village,Nebraska,https://campbellne.com/
G19075405,272,Stockport,IA,Stockport city,Iowa,
G48038884,272,Kennard,TX,Kennard city,Texas,https://cityofkennard.com/
G38030460,271,Gladstone,ND,Gladstone city,North Dakota,https://www.gladstonend.org/
G29030484,271,Harrisburg,MO,Harrisburg town,Missouri,
G08056475,271,Ovid,CO,Ovid town,Colorado,
G19049305,271,Marble Rock,IA,Marble Rock city,Iowa,
G19026850,271,Farmersburg,IA,Farmersburg city,Iowa,
G29048566,271,Mindenmines,MO,Mindenmines city,Missouri,
G47048920,271,Milledgeville,TN,Milledgeville town,Tennessee,
G19027210,271,Fenton,IA,Fenton city,Iowa,
G19066540,271,Rhodes,IA,Rhodes city,Iowa,
G18077786,271,Uniondale,IN,Uniondale town,Indiana,
G17060339,271,Plainville,IL,Plainville village,Illinois,
G30003400,271,Bainville,MT,Bainville town,Montana,https://www.townofbainville.com/
G17043900,271,Lisbon,IL,Lisbon village,Illinois,
G31033320,270,Murdock,NE,Murdock village,Nebraska,https://www.murdocknebraska.com/
G47074640,270,Toone,TN,Toone town,Tennessee,
G29002512,270,Augusta,MO,Augusta town,Missouri,https://www.townofaugustamo.org/
G48014584,270,Chester,TX,Chester town,Texas,
G24080600,270,Vienna,MD,Vienna town,Maryland,https://viennamd.org/
G41051700,270,Nehalem,OR,Nehalem city,Oregon,https://www.nehalem.gov/
G31003180,270,Bartley,NE,Bartley village,Nebraska,
G19069060,270,Rowley,IA,Rowley city,Iowa,
G39012462,270,Casstown,OH,Casstown village,Ohio,
G40008400,270,Braggs,OK,Braggs town,Oklahoma,
G19048540,270,Malcom,IA,Malcom city,Iowa,
G26066000,270,Posen,MI,Posen village,Michigan,
G21009100,270,Bradfordsville,KY,Bradfordsville city,Kentucky,
G26080960,270,Tustin,MI,Tustin village,Michigan,
G19036705,269,Holland,IA,Holland city,Iowa,
G54035284,269,Harpers Ferry,WV,Harpers Ferry town,West Virginia,https://www.harpersferrywv.us/
G18005788,269,Bloomingdale,IN,Bloomingdale town,Indiana,
G29073690,269,Tracy,MO,Tracy city,Missouri,https://cityoftracymo.com/
G54084580,269,Wardensville,WV,Wardensville town,West Virginia,https://wardensville.com/
G21008488,269,Bonnieville,KY,Bonnieville city,Kentucky,https://cityofbonnieville.org/
G19006175,269,Bertram,IA,Bertram city,Iowa,https://www.bertramia.com/
G01030880,269,Goshen,AL,Goshen town,Alabama,
G18073178,269,Stilesville,IN,Stilesville town,Indiana,
G19065010,269,Protivin,IA,Protivin city,Iowa,
G46055820,269,Roscoe,SD,Roscoe city,South Dakota,http://cityofroscoe.users.venturecomm.net/
G17021852,269,East Gillespie,IL,East Gillespie village,Illinois,
G18068238,269,Schneider,IN,Schneider town,Indiana,
G39050008,269,Midway,OH,Midway village,Ohio,
G28059240,268,Pope,MS,Pope village,Mississippi,
G05067250,268,Strawberry,AR,Strawberry town,Arkansas,
G55051875,268,Milladore,WI,Milladore village,Wisconsin,http://www.townofmilladore.com/
G41064200,268,Rufus,OR,Rufus city,Oregon,https://rufuscityhall.com/
G17077811,268,Victoria,IL,Victoria village,Illinois,
G17027858,268,Freeman Spur,IL,Freeman Spur village,Illinois,
G31020610,268,Hallam,NE,Hallam village,Nebraska,
G18025198,268,Fowlerton,IN,Fowlerton town,Indiana,
G37003150,268,Bald Head Island,NC,Bald Head Island village,North Carolina,https://villagebhi.org/
G51063288,268,Pocahontas,VA,Pocahontas town,Virginia,http://pocahontasva.org/
G48035984,268,Industry,TX,Industry city,Texas,http://www.industrytexas.com/
G39021560,268,Dellroy,OH,Dellroy village,Ohio,
G37031860,268,Hobgood,NC,Hobgood town,North Carolina,https://www.thetownofhobgood.com/
G28016980,268,Cruger,MS,Cruger town,Mississippi,
G38079340,268,Tower City,ND,Tower City city,North Dakota,https://www.towercitynd.com/
G48054726,268,Palisades,TX,Palisades village,Texas,https://www.villageofpalisades.com/
G18074582,268,Switz City,IN,Switz City town,Indiana,
G22032650,268,Hall Summit,LA,Hall Summit village,Louisiana,
G37053200,268,Pollocksville,NC,Pollocksville town,North Carolina,https://www.townofpollocksville.com/
G42013120,268,Cherry Tree,PA,Cherry Tree borough,Pennsylvania,
G17067873,268,Sawyerville,IL,Sawyerville village,Illinois,
G19087285,267,Yale,IA,Yale city,Iowa,https://www.yaleiowa.com/
G29038522,267,Kidder,MO,Kidder city,Missouri,
G37018040,267,Dublin,NC,Dublin town,North Carolina,
G39046830,267,Magnetic Springs,OH,Magnetic Springs village,Ohio,
G39075000,267,Stratton,OH,Stratton village,Ohio,
G40053550,267,Oaks,OK,Oaks town,Oklahoma,
G37013460,267,Cofield,NC,Cofield village,North Carolina,
G31046870,267,Stapleton,NE,Stapleton village,Nebraska,https://stapleton-ne.com/
G37025680,267,Gatesville,NC,Gatesville town,North Carolina,https://gatescountync.gov/
G42022800,267,Elco,PA,Elco borough,Pennsylvania,
G40019850,267,Delaware,OK,Delaware town,Oklahoma,
G19042825,267,Lakota,IA,Lakota city,Iowa,http://cityoflakota.org/
G19041610,267,Kiron,IA,Kiron city,Iowa,http://kironiowa.com/
G19047955,267,Macedonia,IA,Macedonia city,Iowa,https://www.macedoniaiowa.com/
G42078616,267,Unionville,PA,Unionville borough,Pennsylvania,https://unionvilleborough.com/
G17034007,266,Henderson,IL,Henderson village,Illinois,
G28066280,266,Sebastopol,MS,Sebastopol town,Mississippi,
G35083340,266,Wagon Mound,NM,Wagon Mound village,New Mexico,
G17011982,266,Cedar Point,IL,Cedar Point village,Illinois,
G17040091,266,Kingston Mines,IL,Kingston Mines village,Illinois,https://villageofkingstonmines.org/
G45054925,266,Patrick,SC,Patrick town,South Carolina,https://www.townofpatrick.com/
G45060415,266,Ridgeway,SC,Ridgeway town,South Carolina,http://ridgewaysc.org/
G37048060,266,Oak City,NC,Oak City town,North Carolina,https://www.townofoakcity.com/
G40061650,266,Ralston,OK,Ralston town,Oklahoma,
G55033225,266,Haugen,WI,Haugen village,Wisconsin,https://www.villageofhaugen.com/
G13050596,266,Meansville,GA,Meansville city,Georgia,
G27032768,266,Kensington,MN,Kensington city,Minnesota,https://kensingtonmn.com/
